Sales_Rep_ID,Sales_Rep_Name,Customer_ID,Loan_Customer,Application_Date,Approved_Date,Approval Status,Product_Type,Customer_Income_Level,Customer_Credit_Score,Customer_Credit_Score_Rating,Loan_Amount,Loan_Interest_Rate,Loan_Interest_Amount,Customer_Acquisition_Cost,Loan_Processed,Loan_Processed_Date,Expected_Repayment_Date,Actual_Repayment_Date,Repayment_Difference_Days,Repayment_Status,Had_Pre-Application_Call
15,Gbenga Adesina,11,Kelechi Nwankwo,2024-08-12 18:20:41.255,2024-08-14 18:20:41.255,Approved,Auto Loan,High,Fair,2,46633,0.046621298054188395,2174.0909921609673,760.9318472563385,False,,,,,,True
9,Ibrahim Danjuma,12,Maryam Abdullahi,2024-10-05 18:20:41.255,2024-10-07 18:20:41.255,Approved,Personal Loan,Medium,Good,3,50583,0.050570306852979904,2557.9978315442827,895.2992410404989,True,2024-10-10 18:20:41.255,2024-11-09 18:20:41.255,2024-11-05 18:20:41.255,-4.0,Early,True
19,Felix Odion,13,Segun Adekunle,2025-02-07 18:20:41.255,2025-02-09 18:20:41.255,Approved,Auto Loan,Low,Fair,2,96001,0.09597690979564129,9213.87931729136,3224.8577610519756,False,,,,,,True
3,Tunde Balogun,14,Halima Zubair,2024-11-21 18:20:41.255,2024-11-23 18:20:41.255,Approved,Auto Loan,High,Fair,2,80949,0.08092868689958821,6551.096275834766,2292.883696542168,False,,,,,,True
2,Chioma Nwosu,15,David Etim,2024-07-06 18:20:41.255,2024-07-08 18:20:41.255,Approved,Mortgage,High,Good,3,5177,0.0051757008990743324,26.79460355450782,9.378111244077736,True,2024-07-11 18:20:41.255,2024-08-10 18:20:41.255,2024-08-06 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,16,Osas Igbinedion,2025-02-04 18:20:41.255,2025-02-06 18:20:41.255,Approved,Mortgage,Low,Fair,2,90287,0.09026434364974391,8149.696795104428,2852.39387828655,True,2025-02-09 18:20:41.255,2025-03-11 18:20:41.255,2025-03-07 18:20:41.255,-4.0,Early,True
9,Ibrahim Danjuma,17,Musa Garba,2024-08-02 18:20:41.255,2024-08-04 18:20:41.255,Approved,Personal Loan,Low,Fair,2,8856,0.008853777701796848,78.40905532711288,27.443169364489506,False,,,,,,True
7,Segun Oladipo,18,Bose Alabi,2024-11-29 18:20:41.255,2024-12-01 18:20:41.255,Approved,Mortgage,High,Fair,2,57823,0.057808490068992684,3342.660321259364,1169.9311124407773,True,2024-12-04 18:20:41.255,2025-01-03 18:20:41.255,2024-12-30 18:20:41.255,-4.0,Early,True
15,Gbenga Adesina,19,Uche Okoro,2024-11-14 18:20:41.255,2024-11-16 18:20:41.255,Approved,Personal Loan,Medium,Good,3,19734,0.019729048008949753,389.3330334086144,136.26656169301503,False,,,,,,True
16,Chika Umeh,20,Amaka Nwachukwu,2024-05-24 18:20:41.255,2024-05-26 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,70004,0.06998643340521529,4899.330284098692,1714.765599434542,True,2024-05-29 18:20:41.255,2024-06-28 18:20:41.255,2024-06-24 18:20:41.255,-4.0,Early,True
17,Rasheed Lawal,21,Chinedu Obinna,2024-10-27 18:20:41.255,2024-10-29 18:20:41.255,Approved,Mortgage,Medium,Fair,2,13667,0.013663570443818602,186.74001725566882,65.35900603948409,False,,,,,,True
15,Gbenga Adesina,22,Yetunde Bankole,2024-12-12 18:20:41.255,2024-12-14 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,98692,0.09866723452413444,9737.666709655876,3408.1833483795563,True,2024-12-17 18:20:41.255,2025-01-16 18:20:41.255,2025-01-12 18:20:41.255,-4.0,Early,True
19,Felix Odion,23,Ibrahim Suleiman,2024-08-14 18:20:41.255,2024-08-16 18:20:41.255,Approved,Mortgage,Low,Excellent,4,57621,0.057606540758269674,3319.346485032257,1161.77126976129,True,2024-08-19 18:20:41.255,2024-09-18 18:20:41.255,2024-09-14 18:20:41.255,-4.0,Early,True
16,Chika Umeh,24,Funmi Adeyemo,2024-10-16 18:20:41.255,2024-10-18 18:20:41.255,Approved,Auto Loan,High,Fair,2,63161,0.06314515056720763,3988.3108549754006,1395.9087992413902,True,2024-10-21 18:20:41.255,2024-11-20 18:20:41.255,2024-11-16 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,25,Gbenga Olatunji,2024-11-24 18:20:41.255,2024-11-26 18:20:41.255,Approved,Auto Loan,High,Fair,2,37693,0.037683541431100795,1420.4057271624822,497.1420045068687,True,2024-11-29 18:20:41.255,2024-12-29 18:20:41.255,2024-12-25 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,26,Zainab Lawal,2024-07-23 18:20:41.255,2024-07-25 18:20:41.255,Approved,Mortgage,Medium,Fair,2,51806,0.05179299995701079,2683.188155772901,939.1158545205153,True,2024-07-28 18:20:41.255,2024-08-27 18:20:41.255,2024-08-23 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,27,Chuka Obi,2024-08-14 18:20:41.255,2024-08-16 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,46961,0.046949215746847545,2204.7821206877074,771.6737422406976,False,,,,,,True
17,Rasheed Lawal,28,Hassan Abdulkareem,2024-06-21 18:20:41.255,2024-06-23 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,51906,0.05189297486330931,2693.556753254933,942.7448636392265,True,2024-06-26 18:20:41.255,2024-07-26 18:20:41.255,2024-07-22 18:20:41.255,-4.0,Early,True
7,Segun Oladipo,29,Adaeze Okeke,2024-11-29 18:20:41.255,2024-12-01 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,12968,0.012964745848791953,168.12682416713406,58.844388458496915,False,,,,,,True
3,Tunde Balogun,30,Emmanuel Udoh,2024-11-20 18:20:41.255,2024-11-22 18:20:41.255,Approved,Mortgage,Low,Fair,2,21963,0.021957488670343743,482.25232366675965,168.78831328336588,True,2024-11-25 18:20:41.255,2024-12-25 18:20:41.255,2024-12-21 18:20:41.255,-4.0,Early,True
5,Obinna Eze,31,Florence Agbaje,2024-12-31 18:20:41.255,2025-01-02 18:20:41.255,Approved,Personal Loan,High,Good,3,62055,0.06203942810354601,3849.856710965548,1347.4498488379415,False,,,,,,True
7,Segun Oladipo,32,Babatunde Aluko,2024-12-17 18:20:41.255,2024-12-19 18:20:41.255,Approved,Personal Loan,High,Excellent,4,81649,0.08162851124367784,6664.886314535052,2332.710210087268,True,2024-12-22 18:20:41.255,2025-01-21 18:20:41.255,2025-01-17 18:20:41.255,-4.0,Early,True
11,Kemi Adebanjo,33,Nkechi Nwosu,2024-09-23 18:20:41.255,2024-09-25 18:20:41.255,Approved,Personal Loan,Low,Good,3,34449,0.03444035547077683,1186.4358056127912,415.25253196447693,False,,,,,,True
19,Felix Odion,34,Samuel Ekong,2025-02-02 18:20:41.255,2025-02-04 18:20:41.255,Approved,Personal Loan,Low,Fair,2,42373,0.042362367045871485,1795.0205788347125,628.2572025921494,True,2025-02-07 18:20:41.255,2025-03-09 18:20:41.255,2025-03-05 18:20:41.255,-4.0,Early,True
3,Tunde Balogun,35,Aminat Bello,2024-11-20 18:20:41.255,2024-11-22 18:20:41.255,Approved,Mortgage,Low,Good,3,52183,0.05216990535375621,2722.3821710750603,952.8337598762711,True,2024-11-25 18:20:41.255,2024-12-25 18:20:41.255,2024-12-21 18:20:41.255,-4.0,Early,True
19,Felix Odion,36,Christopher Chisom,2024-03-30 18:20:41.255,2024-04-01 18:20:41.255,Approved,Personal Loan,High,Fair,2,54429,0.05441534174922095,2961.772636068347,1036.6204226239213,True,2024-04-04 18:20:41.255,2024-05-04 18:20:41.255,2024-04-30 18:20:41.255,-4.0,Early,False
15,Gbenga Adesina,37,Patience Ogbodo,2025-02-27 18:20:41.255,2025-03-01 18:20:41.255,Approved,Mortgage,Medium,Good,3,20138,0.02013294663039577,405.43727924291,141.90304773501848,False,,,,,,True
10,Chinedu Opara,38,Umar Dikko,2024-03-29 18:20:41.255,2024-03-31 18:20:41.255,Approved,Mortgage,Low,Fair,2,52318,0.05230487147725921,2736.4862659472474,957.7701930815365,True,2024-04-03 18:20:41.255,2024-05-03 18:20:41.255,2024-04-29 18:20:41.255,-4.0,Early,False
13,Bola Akinwunmi,39,Adebisi Ogunleye,2024-06-14 18:20:41.255,2024-06-16 18:20:41.255,Approved,Personal Loan,High,Fair,2,79300,0.07928010069472563,6286.911985091742,2200.4191947821096,True,2024-06-19 18:20:41.255,2024-07-19 18:20:41.255,2024-07-15 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,40,Blessing Umeh,2024-11-05 18:20:41.255,2024-11-07 18:20:41.255,Approved,Personal Loan,Low,Good,3,80110,0.08008989743574363,6416.001683577422,2245.6005892520975,True,2024-11-10 18:20:41.255,2024-12-10 18:20:41.255,2024-12-06 18:20:41.255,-4.0,Early,True
11,Kemi Adebanjo,41,Laraine Medendorp,2024-06-21 18:20:41.255,2024-06-23 18:20:41.255,Approved,Auto Loan,Low,Excellent,4,89886,0.08986344427548686,8077.465552146412,2827.112943251244,False,,,,,,False
20,Adewale Ogunleye,42,Eli Bockman,2024-04-18 18:20:41.255,2024-04-20 18:20:41.255,Approved,Auto Loan,High,Good,3,93577,0.09355351806696519,8754.457560152401,3064.0601460533403,False,,,,,,True
9,Ibrahim Danjuma,43,Arlin Dearle,2024-03-08 18:20:41.255,2024-03-10 18:20:41.255,Approved,Auto Loan,Low,Fair,2,16714,0.01670980583873448,279.28769478860806,97.75069317601282,True,2024-03-13 18:20:41.255,2024-04-12 18:20:41.255,2024-04-08 18:20:41.255,-4.0,Early,False
18,Amaka Obi,44,Sheila-kathryn Calton,2025-02-28 18:20:41.255,2025-03-02 18:20:41.255,Approved,Personal Loan,Low,Fair,2,10900,0.01089726478653858,118.78018617327051,41.573065160644674,True,2025-03-05 18:20:41.255,2025-04-04 18:20:41.255,2025-03-31 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,45,Curr Duckhouse,2024-07-10 18:20:41.255,2024-07-12 18:20:41.255,Approved,Mortgage,Low,Fair,2,72641,0.07262277168430724,5275.390757919762,1846.3867652719166,False,,,,,,True
4,Aisha Mohammed,46,Fina Merali,2025-02-28 18:20:41.255,2025-03-02 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,46594,0.046582307840731974,2170.4560515310654,759.6596180358729,True,2025-03-05 18:20:41.255,2025-04-04 18:20:41.255,2025-03-31 18:20:41.255,-4.0,Early,True
5,Obinna Eze,47,Rod Inder,2024-12-24 18:20:41.255,2024-12-26 18:20:41.255,Approved,Auto Loan,High,Good,3,68331,0.06831385322284107,4667.953904569953,1633.7838665994834,True,2024-12-29 18:20:41.255,2025-01-28 18:20:41.255,2025-01-24 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,48,Mala Lind,2024-10-22 18:20:41.255,2024-10-24 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,66233,0.06621637968869813,4385.709475921543,1534.99831657254,True,2024-10-27 18:20:41.255,2024-11-26 18:20:41.255,2024-11-22 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,49,Fiorenze Birdall,2024-07-01 18:20:41.255,2024-07-03 18:20:41.255,Approved,Auto Loan,High,Fair,2,47728,0.04771602327815718,2277.390359019886,797.0866256569601,True,2024-07-06 18:20:41.255,2024-08-05 18:20:41.255,2024-08-01 18:20:41.255,-4.0,Early,True
2,Chioma Nwosu,50,Uriah Bisatt,2024-04-24 18:20:41.255,2024-04-26 18:20:41.255,Approved,Mortgage,Low,Fair,2,12947,0.012943751118469264,167.58274573082156,58.653961005787544,True,2024-04-29 18:20:41.255,2024-05-29 18:20:41.255,2024-05-25 18:20:41.255,-4.0,Early,True
19,Felix Odion,51,Sawyere Flattman,2024-04-02 18:20:41.255,2024-04-04 18:20:41.255,Approved,Auto Loan,Low,Fair,2,90991,0.09096816699008549,8277.284482594869,2897.049568908204,True,2024-04-07 18:20:41.255,2024-05-07 18:20:41.255,2024-05-03 18:20:41.255,-4.0,Early,True
9,Ibrahim Danjuma,52,Gabriele Norcross,2024-12-10 18:20:41.255,2024-12-12 18:20:41.255,Approved,Personal Loan,Low,Excellent,4,27929,0.02792199158011339,779.8333028409869,272.9416559943454,True,2024-12-15 18:20:41.255,2025-01-14 18:20:41.255,2025-01-10 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,53,Rayshell Kitteman,2024-03-15 18:20:41.255,2024-03-17 18:20:41.255,Approved,Mortgage,Medium,Fair,2,29612,0.02960456925311747,876.6505047233145,306.82767665316004,False,,,,,,False
13,Bola Akinwunmi,54,Erroll Radage,2024-03-15 18:20:41.255,2024-03-17 18:20:41.255,Approved,Mortgage,Medium,Good,3,44817,0.044805753755807295,2008.0594660740155,702.8208131259054,True,2024-03-20 18:20:41.255,2024-04-19 18:20:41.255,2024-04-15 18:20:41.255,-4.0,Early,True
8,Ngozi Okonkwo,55,Harlin Parr,2024-12-18 18:20:41.255,2024-12-20 18:20:41.255,Approved,Personal Loan,Medium,Excellent,4,74159,0.07414039076191876,5498.1772385131335,1924.3620334795967,True,2024-12-23 18:20:41.255,2025-01-22 18:20:41.255,2025-01-18 18:20:41.255,-4.0,Early,True
1,Emeka Okafor,56,Heath Faraday,2024-04-16 18:20:41.255,2024-04-18 18:20:41.255,Approved,Auto Loan,Low,Good,3,43307,0.04329613267069966,1875.0256175699901,656.2589661494965,True,2024-04-21 18:20:41.255,2024-05-21 18:20:41.255,2024-05-17 18:20:41.255,-4.0,Early,False
10,Chinedu Opara,57,Marjie Neasham,2024-11-13 18:20:41.255,2024-11-15 18:20:41.255,Approved,Personal Loan,High,Fair,2,59017,0.059002190450197,3482.1322737992764,1218.7462958297467,True,2024-11-18 18:20:41.255,2024-12-18 18:20:41.255,2024-12-14 18:20:41.255,-4.0,Early,True
1,Emeka Okafor,58,Sorcha Keyson,2025-03-02 18:20:41.255,2025-03-04 18:20:41.255,Approved,Personal Loan,High,Good,3,87978,0.08795592306331111,7738.186199263985,2708.3651697423948,True,2025-03-07 18:20:41.255,2025-04-06 18:20:41.255,2025-04-02 18:20:41.255,-4.0,Early,True
5,Obinna Eze,59,Basile Firth,2024-05-07 18:20:41.255,2024-05-09 18:20:41.255,Approved,Mortgage,Medium,Fair,2,95864,0.09583994417401233,9187.600408297518,3215.660142904131,True,2024-05-12 18:20:41.255,2024-06-11 18:20:41.255,2024-06-07 18:20:41.255,-4.0,Early,True
19,Felix Odion,60,Mile Cammocke,2024-06-24 18:20:41.255,2024-06-26 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,30070,0.030062454323964684,903.978001521618,316.3923005325663,False,,,,,,True
14,Zainab Suleiman,61,Deeanne Durtnell,2024-03-12 18:20:41.255,2024-03-14 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,26838,0.02683126535239655,720.0974995276185,252.03412483466647,True,2024-03-17 18:20:41.255,2024-04-16 18:20:41.255,2024-04-12 18:20:41.255,-4.0,Early,True
1,Emeka Okafor,62,Olav Polak,2024-12-26 18:20:41.255,2024-12-28 18:20:41.255,Approved,Auto Loan,Low,Good,3,29303,0.029295646792655044,858.4503379651708,300.45761828780974,False,,,,,,True
16,Chika Umeh,63,Kim Skpsey,2024-05-19 18:20:41.255,2024-05-21 18:20:41.255,Approved,Personal Loan,High,Fair,2,65294,0.06527761531855504,4262.236614609733,1491.7828151134065,True,2024-05-24 18:20:41.255,2024-06-23 18:20:41.255,2024-06-19 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,64,Geoff Assaf,2024-04-12 18:20:41.255,2024-04-14 18:20:41.255,Approved,Personal Loan,Medium,Good,3,55172,0.055158155303018944,3043.185744378161,1065.1150105323563,False,,,,,,False
10,Chinedu Opara,65,Trixi Ginnelly,2025-03-05 18:20:41.255,2025-03-07 18:20:41.255,Approved,Mortgage,High,Good,3,90683,0.09066024427868605,8221.342931924088,2877.4700261734306,False,,,,,,True
9,Ibrahim Danjuma,66,Garvin Klees,2024-04-24 18:20:41.255,2024-04-26 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,95380,0.09535606562752749,9095.061539553571,3183.27153884375,True,2024-04-29 18:20:41.255,2024-05-29 18:20:41.255,2024-05-25 18:20:41.255,-4.0,Early,True
6,Funke Adeyemi,67,Fee Zellmer,2024-08-27 18:20:41.255,2024-08-29 18:20:41.255,Approved,Mortgage,High,Fair,2,97452,0.0974275456860328,9494.509182195268,3323.0782137683436,False,,,,,,True
2,Chioma Nwosu,68,Mona Sancraft,2024-09-12 18:20:41.255,2024-09-14 18:20:41.255,Approved,Auto Loan,High,Fair,2,69717,0.06969950542413854,4859.240419654667,1700.7341468791333,True,2024-09-17 18:20:41.255,2024-10-17 18:20:41.255,2024-10-13 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,69,Darrick Helleckas,2024-07-25 18:20:41.255,2024-07-27 18:20:41.255,Approved,Mortgage,Low,Good,3,64947,0.06493070239369918,4217.054328363581,1475.969014927253,False,,,,,,True
19,Felix Odion,70,Star Praton,2024-11-18 18:20:41.255,2024-11-20 18:20:41.255,Approved,Auto Loan,High,Fair,2,65555,0.06553854982399418,4296.379633711938,1503.7328717991784,False,,,,,,True
12,Yakubu Bello,71,Marion Vanichkin,2024-03-19 18:20:41.255,2024-03-21 18:20:41.255,Approved,Personal Loan,Low,Good,3,49521,0.04950857334808963,2451.7140607707465,858.0999212697612,False,,,,,,True
19,Felix Odion,72,Ernst Hacon,2024-07-30 18:20:41.255,2024-08-01 18:20:41.255,Approved,Mortgage,Medium,Good,3,69681,0.06966351445787107,4854.223350938914,1698.97817282862,False,,,,,,True
2,Chioma Nwosu,73,Jephthah Bachmann,2024-12-06 18:20:41.255,2024-12-08 18:20:41.255,Approved,Personal Loan,Low,Good,3,73205,0.07318663015583089,5357.6272605576005,1875.16954119516,False,,,,,,True
7,Segun Oladipo,74,Margaretha Strettle,2024-04-27 18:20:41.255,2024-04-29 18:20:41.255,Approved,Personal Loan,High,Fair,2,20327,0.02032189920329997,413.0832451054785,144.57913578691748,True,2024-05-02 18:20:41.255,2024-06-01 18:20:41.255,2024-05-28 18:20:41.255,-4.0,Early,True
12,Yakubu Bello,75,Lurette Stonnell,2024-10-03 18:20:41.255,2024-10-05 18:20:41.255,Approved,Mortgage,Low,Fair,2,88133,0.08811088416807382,7765.47655438485,2717.9167940346974,True,2024-10-08 18:20:41.255,2024-11-07 18:20:41.255,2024-11-03 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,76,Laurie Dwerryhouse,2024-12-01 18:20:41.255,2024-12-03 18:20:41.255,Approved,Mortgage,Medium,Excellent,4,67177,0.06716014280415615,4511.616913154798,1579.065919604179,False,,,,,,True
11,Kemi Adebanjo,77,Cordi Merman,2024-09-30 18:20:41.255,2024-10-02 18:20:41.255,Approved,Mortgage,High,Excellent,4,15675,0.015671066562292866,245.64396836394067,85.97538892737923,True,2024-10-05 18:20:41.255,2024-11-04 18:20:41.255,2024-10-31 18:20:41.255,-4.0,Early,True
12,Yakubu Bello,78,Hunfredo Smalley,2024-10-21 18:20:41.255,2024-10-23 18:20:41.255,Approved,Mortgage,Low,Good,3,91199,0.0911761147951864,8315.170493206206,2910.309672622172,True,2024-10-26 18:20:41.255,2024-11-25 18:20:41.255,2024-11-21 18:20:41.255,-4.0,Early,True
11,Kemi Adebanjo,79,Tomasine Jerche,2024-08-04 18:20:41.255,2024-08-06 18:20:41.255,Approved,Personal Loan,Low,Fair,2,48936,0.04892372014624329,2394.131169076562,837.9459091767966,True,2024-08-09 18:20:41.255,2024-09-08 18:20:41.255,2024-09-04 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,80,Basilius Coupe,2024-09-24 18:20:41.255,2024-09-26 18:20:41.255,Approved,Mortgage,Low,Fair,2,16836,0.01683177522441867,283.37976767831276,99.18291868740945,False,,,,,,True
1,Emeka Okafor,81,Chiquita Durnall,2025-01-16 18:20:41.255,2025-01-18 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,11768,0.011765046973209724,138.45107278073203,48.45787547325621,True,2025-01-21 18:20:41.255,2025-02-20 18:20:41.255,2025-02-16 18:20:41.255,-4.0,Early,True
12,Yakubu Bello,82,Indira Belt,2024-08-16 18:20:41.255,2024-08-18 18:20:41.255,Approved,Personal Loan,High,Good,3,87838,0.08781595819449318,7713.578135887892,2699.7523475607622,True,2024-08-21 18:20:41.255,2024-09-20 18:20:41.255,2024-09-16 18:20:41.255,-4.0,Early,True
11,Kemi Adebanjo,83,Neron Verick,2024-11-29 18:20:41.255,2024-12-01 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,71075,0.07105716465167243,5050.387977617618,1767.6357921661663,True,2024-12-04 18:20:41.255,2025-01-03 18:20:41.255,2024-12-30 18:20:41.255,-4.0,Early,True
1,Emeka Okafor,84,Trace Woodhead,2024-10-21 18:20:41.255,2024-10-23 18:20:41.255,Approved,Personal Loan,Low,Excellent,4,95888,0.09586393815152397,9192.201301473331,3217.2704555156656,True,2024-10-26 18:20:41.255,2024-11-25 18:20:41.255,2024-11-21 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,85,Kaila Allin,2025-01-03 18:20:41.255,2025-01-05 18:20:41.255,Approved,Personal Loan,Low,Good,3,39983,0.03997296678533688,1598.2391309781244,559.3836958423435,True,2025-01-08 18:20:41.255,2025-02-07 18:20:41.255,2025-02-03 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,86,Matthew Jeaycock,2024-07-07 18:20:41.255,2024-07-09 18:20:41.255,Approved,Auto Loan,Low,Good,3,80807,0.08078672253264431,6528.132687695389,2284.846440693386,False,,,,,,True
8,Ngozi Okonkwo,87,Rebbecca Casone,2024-11-02 18:20:41.255,2024-11-04 18:20:41.255,Approved,Personal Loan,Low,Good,3,91627,0.09160400739414407,8393.400385503239,2937.6901349261334,False,,,,,,True
10,Chinedu Opara,88,Nolly Ownsworth,2025-01-09 18:20:41.255,2025-01-11 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,67077,0.06706016789785764,4498.194882084596,1574.3682087296086,False,,,,,,True
1,Emeka Okafor,89,Whitby Schapero,2024-12-10 18:20:41.255,2024-12-12 18:20:41.255,Approved,Auto Loan,Medium,Good,3,48424,0.048411848625994874,2344.295357865176,820.5033752528116,True,2024-12-15 18:20:41.255,2025-01-14 18:20:41.255,2025-01-10 18:20:41.255,-4.0,Early,True
13,Bola Akinwunmi,90,Fidelio Dilke,2024-09-21 18:20:41.255,2024-09-23 18:20:41.255,Approved,Personal Loan,Low,Good,3,31033,0.031025212671619423,962.8054248383655,336.9818986934279,False,,,,,,True
8,Ngozi Okonkwo,91,Curran Bentson,2024-03-17 18:20:41.255,2024-03-19 18:20:41.255,Approved,Mortgage,Medium,Fair,2,28674,0.028666804632037357,821.9919560190392,287.6971846066637,True,2024-03-22 18:20:41.255,2024-04-21 18:20:41.255,2024-04-17 18:20:41.255,-4.0,Early,False
13,Bola Akinwunmi,92,Agnella Gocke,2024-08-18 18:20:41.255,2024-08-20 18:20:41.255,Approved,Mortgage,High,Fair,2,82597,0.0825762733553878,6820.552450334965,2387.193357617238,True,2024-08-23 18:20:41.255,2024-09-22 18:20:41.255,2024-09-18 18:20:41.255,-4.0,Early,True
4,Aisha Mohammed,93,Loralyn Wonfor,2024-07-11 18:20:41.255,2024-07-13 18:20:41.255,Approved,Mortgage,High,Fair,2,64810,0.0647937367720702,4199.28208019787,1469.7487280692542,False,,,,,,False
20,Adewale Ogunleye,94,Linc Jillions,2024-04-23 18:20:41.255,2024-04-25 18:20:41.255,Approved,Auto Loan,Medium,Fair,2,23319,0.02331314839975166,543.639307533809,190.27375763683312,False,,,,,,False
4,Aisha Mohammed,95,Reese Ensor,2024-05-22 18:20:41.255,2024-05-24 18:20:41.255,Approved,Auto Loan,Medium,Excellent,4,98688,0.0986632355278825,9736.877387775668,3407.907085721484,True,2024-05-27 18:20:41.255,2024-06-26 18:20:41.255,2024-06-22 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,96,Abba Masedon,2024-12-31 18:20:41.255,2025-01-02 18:20:41.255,Approved,Personal Loan,Medium,Fair,2,15865,0.01586101888426005,251.63506459878573,88.072272609575,True,2025-01-05 18:20:41.255,2025-02-04 18:20:41.255,2025-01-31 18:20:41.255,-4.0,Early,True
10,Chinedu Opara,97,Dalenna Pinnock,2024-10-01 18:20:41.255,2024-10-03 18:20:41.255,Approved,Mortgage,High,Excellent,4,78712,0.07869224824569034,6194.024243914778,2167.908485370172,False,,,,,,True
13,Bola Akinwunmi,98,Niki Heathcote,2024-05-31 18:20:41.255,2024-06-02 18:20:41.255,Approved,Mortgage,Low,Fair,2,31239,0.031231160978594373,975.6302378103096,341.47058323360835,True,2024-06-05 18:20:41.255,2024-07-05 18:20:41.255,2024-07-01 18:20:41.255,-4.0,Early,False
